ASN,Organization,CO2 Emissions
150394,CYBERHUB-AS-AP Cyber Hub Limited,694.63
150384,PROGRESIVE-AS-AP Progresive Enterprise,694.63
150379,JPNETWORKBD-AS-AP J.P. Network,694.63
150306,DEWAN-AS-AP Dewan Enterprise,694.63
150302,FENICYBERLINK-AS-AP Feni Cyber Link,694.63
150299,RAYCOMMUNICATIONS-AS-AP Ray Communications,694.63
150168,CHANDGAON-AS-AP Chandgaon Net Communication CNCBD,694.63
150441,FIS-AS-AP F4 Internet Solutions,694.63
149873,MOBILECARE-AS-AP Mobile Care,694.63
149829,WIDE-AS-AP Wide Communications,694.63
149658,SAZALSARKER-AS-AP Taherpur Online,694.63
149633,TURAGNET-AS-AP Turag net,694.63
149499,MAHINONLINE-AS-AP Mahin Online,694.63
149473,FTSL-AS-AP Fatema Tech Solution Ltd.,694.63
149455,SUNCITYPATHFINDER-AS-AP Suncity Pathfinder,694.63
149451,UNIQUEONLINE-AS-AP Unique Online,694.63
149415,MBI-AS-AP Matuail Broadband Internet,694.63
149854,AICHGATIONLINE-AS-AP Aichgati Online,694.63
152716,MBDCONNECTION-AS-AP MBD Connection,694.63
139223,NTECHCOMMUNICATION-AS-AP NTECH COMMUNICATION,694.63
153038,BUSINESSZONELIMITED-AS-BD Business Zone Limited,694.63
138382,BRUR-AS-AP Begum Rokeya University,694.63
138163,BUP-ICT-AS-AP Bangladesh University of Professionals BUP,694.63
137974,GAU-AS-AP Gazipur Agricultural University,694.63
137869,HMDSATU-AS-AP Hajee Mohammad Danesh Science and Technology University,694.63
136937,CUET-AS-AP Chittagong University of Engineering & Technology,694.63
136618,IICT-BUET-AS-AP Bangladesh University of Engineering and Technology,694.63
135524,UNIVERSITYOFDHAKA-AS-AP university of dhaka,694.63
134383,PUST-AS-AP Pabna University of Science and Technology,694.63
133738,BOU-AS-AP Bangladesh Open University,694.63
133450,CU-AS-AP University Of Chittagong,694.63
133168,SUOSAT-AS-AP Shahjalal University of Science and Technology,694.63
132806,KUET-AS-AP Khulna University of Engineering & Technology,694.63
132365,BANGLADESHAGRICULTURALUNIVERSITY-AS-AP Bangladesh Agricultural University BAU,694.63
132216,COMILLA1-AS-AP Comilla University,694.63
45607,BTCL-SATELLITE-AS Bangladesh Telecommunications Company Limited BTCL,694.63
140524,PEOPLENTECHDNS-AS-AP People N Tech Limited,694.63
136482,BOTTOLACYBERNET-AS-AP Bottola Cyber Net,694.63
138462,RUET-AS-AP Rajshahi University of Engineering & Technology RUET,694.63
138489,MBSTU-AS-AP Mawlana Bhashani Science and Technology University,694.63
138550,JAGANNATHUNI-AS-AP Jagannath University,694.63
138566,DUET-GAZIPUR-AS-AP Dhaka University of Engineering & Technology,694.63
138561,Unknown Org,694.63
148993,DIANAHOSTLTD-AS-AP Diana Host Ltd,694.63
147303,COLOCONE1-AS-AP ColoCone,694.63
153551,AXENTECPLC-AS-AP Axentec PLC,694.63
152698,ZORN-AS-AP Zorn Technologies,694.63
141434,NLSOLUTION-AS-AP NL Solution,694.63
140544,ITE-AS-AP INNOVATIVE TECHNOLOGY & ENGINEERING,694.63
138408,NUSRATECHPTELTD-AS-AP Gotipath,694.63
152906,SHETUETECH-AS-AP Shetue Tech,694.63
138358,PURPLEITLTD-AS-AP Purple IT Ltd,694.63
153493,UTTARAUNIVERSITY-AS-AP Uttara University,694.63
153316,VARENDRAUNIVERSITY-AS-AP Varendra University,694.63
149990,SHEREBANGLA-AS-AP Sher-e-Bangla Agricultural University,694.63
149490,SYLHET-AS-AP Sylhet Agricultural University,694.63
139251,JAHANGIRNAGAR-AS-AP Jahangirnagar University,694.63
138904,JUST-AS-AP Jessore University of Science and Technology,694.63
138587,PSTU-AS-AP Patuakhali Science and Technology University,694.63
138573,BU-AS-AP University of Barisal,694.63
133938,XEON-BD Xeon,694.63
152932,DOURNET-AS-AP DOUR NET,694.63
152177,FULKI-AS-AP Fissa Communication,694.63
151421,YNC-AS-AP Yes Net Communication,694.63
141192,DHRUBOSOFTLIMITED-AS-AP Dhrubosoft Limited,694.63
140068,INTERNETINC-AS-AP 360 Internet Inc,694.63
138594,COLOCITY-AS-AP CoLoCity Ltd,694.63
135564,IPAYSYSTEMSLTD-AS-AP iPay Systems Ltd.,694.63
63984,VTS-AS-AP Nexdecade Technology Pvt. LTD,694.63
140073,DIGITALSYNAPSE-AS-AP Digital Synapse,694.63
141988,OPTIMUS-AS-AP Optimus Technologies,694.63
139921,JASHORECOLO-AS-AP JASHORE COLO,694.63
139016,EXONHOST-AS-AP EXONHOST,694.63
136396,HOSTOMEGA-AS-AP HOSTOMEGA,694.63
58752,DELTA-IIG-BD Delta Infocom Limited.,694.63
153800,IPLUSTECHNOLOGY-AS-AP I-PLUS TECHNOLOGY,694.63
153681,RAIDAONLINE-AS-AP Raida Online,694.63
153667,SADATINTERNET-AS-AP SADAT INTERNET,694.63
153571,KPONLINE-AS-AP K P ONLINE,694.63
153530,MEBTECHNOLOGY-AS-AP M.E.B. Technology,694.63
153392,KCN-AS-AP Kalukhali Cable Network,694.63
58923,INTERCLOUDLTD-AS-AP InterCloud ltd,694.63
136007,SHEBA-AS-AP Internet Service Provider,694.63
136901,BTRC-AS-AP Bangladesh Telecommunication Regulatory Commission BTRC,694.63
59341,SINETEN-BD SINE-10 BD LIMITED,694.63
151046,HIMELONLINE-AS-AP Himel Online,694.63
142006,GLOBAL5-AS-AP Global ICT Network,694.63
140988,SIMEC1-AS-AP SIMEC SYSTEM LTD.,694.63
140321,FIANS-AS-AP Fast ICT and Net Solution,694.63
140288,TOAONLINE-AS-AP Toa Online,694.63
139814,SPEED69NET-AS-AP Speed 69.Net,694.63
142058,FASTNETWORK-AS-AP Fast Network,694.63
138658,ICOMMUNICATION-AS-AP I Communication,694.63
151629,AALOKITLIMITED-AS-AP Aalok IT Limited,694.63
138557,NET-AS-AP NET CONNECT,694.63
137970,AAA-AS-AP Rocket Signal,694.63
136257,NEWCNSONLINE-AS-AP New CNS Online,694.63
133542,NETVISION-AS-AP Net Vision,694.63
133528,SNS-AS-AP MS Step Net System SNS,694.63
133099,IMAGEIT-AS-AP Image IT,694.63
133034,VACL-AS-AP Virtual American Companies BD Limited,694.63
132295,JAHID-AS-AP Jahid Communication,694.63
131108,SHERPURNETWORK-AS-AP Sherpur Network,694.63
138042,RUNWAYBROADBAND-AS-AP Runway Broadband,694.63
142037,JBI-AS-AP Janany Broadband Internet,694.63
140934,UNIQUEINTERNET-AS-AP Unique Internet,694.63
142003,NETWAY1-AS-AP Netway,694.63
137034,SAONLINE-AS-AP SA Online,694.63
137023,ASIAN-AS-AP ASIAN CITY ONLINE BD LTD.,694.63
136910,TECHNO1-AS-AP MD. JAKIR HOSSAIN TA Techno One Line,694.63
136815,JBCP-AS-AP Md. Moniruzzaman Rocky trading as Jhenaidah Broadband & Cyber Point,694.63
136759,COSMOPOLITAN1-AS-AP Cosmopolitan Communications Limited,694.63
138650,SUMMITCOMMUNICATIONS-AS-AP Summit Communication Limited,694.63
136434,DCOMMBD-AS-AP Digital Communication,694.63
136428,WEB1-AS-AP Web Solution,694.63
136266,AUTOMATIONSYSTEM-AS-AP Mohammad Abu Nayem TA Automation System,694.63
136256,KAZINETWORKS-AS-AP Kazi Networks,694.63
136156,FNFONLINE-AS-AP MD Rehanur Rahman ta MS FNF Online,694.63
136014,SSONLINE-AS-AP SS Online,694.63
136009,SPEEDNET-AS-AP SpeedNet,694.63
136003,INTERNETFACTORY-AS-AP Internet Factory,694.63
135881,SPARKNET-AS-AP Md Abul Kashem ta Spark Net,694.63
135615,DNETSERVICE-AS-AP D-NET SERVICE,694.63
135494,KARSANNET-AS-AP Md. Shuzanur Rahman ta Karsan Net,694.63
137038,ZUBAIRITEXPERT-AS-AP MD ZUBAIR ISLAM ta ZUBAIR IT EXPERT,694.63
137048,X-LINKBD-AS-AP X-LINK LIMITED,694.63
137067,FLASHNET-AS-AP Flashnet Enterprise,694.63
137186,UFCN-AS-AP Universal Friends Communication Network,694.63
138151,SMARTNETWORK-AS-AP Smart Network Ltd.,694.63
138146,NORTHBENGALONLINE-AS-AP Mohammad SAHIDUL ISLAM,694.63
138022,ROWSHANARA-AS-AP Mohammad Mohiuddin,694.63
138001,GALAXY1-AS-AP Galaxy Net,694.63
137997,SUPERNETTECHNOLOGY-AS-AP MD ABDUL AZIZ ta SUPERNET TECHNOLOGY,694.63
137987,SK1-AS-AP Md. Shohidul Islam TA SK Link,694.63
137985,UBN-AS-AP UNLIMITED BROADBAND NETWORK,694.63
137959,VTL-AS-AP Vision Technologies Ltd.,694.63
135131,BROTHERSONLINE-AS-AP BROTHERS ONLINE,694.63
137953,BIS-AS-AP Bismillah IT Solution,694.63
137843,INTERSTELLAR-AS-AP INTERSTELLAR,694.63
137703,NBN-AS-AP Noakhali Broadband Network,694.63
137579,BOLSYSTEM-AS-AP BOL System,694.63
137554,DREAMNET-AS-AP Dream.Net,694.63
137553,GLOBALCOM-AS-AP GLOBAL COMMUNICATION,694.63
137515,FRC-AP Md. Raisul Islam,694.63
137496,MSRSORGANIZATION-AS-AP RS NETWORK,694.63
137213,ROMANCE-AS-AP Romance Cable Network,694.63
137935,ILIS-AS-AP I Link Internet Service,694.63
135130,ACN-AS-AP Md. Wahid Murad TA Anik Computer & Networking,694.63
135124,GSC-AS-AP Green Surma Communications,694.63
135098,BSN-AS-AP Bright Star Network,694.63
132290,THENET-AS-AP The Net,694.63
132169,KBZONLINE-AS-AP Kbz Online,694.63
132129,SYSLAND-AS-AP Sysland Speed Online Network,694.63
131686,CCN-AS-AP MD. Khurshid Alom ta Computer Complex Network,694.63
131340,TAQWAIT-AS-AP Md. Mozammel Hoque ta Taqwa IT,694.63
131247,INFOBD24SYSTEMS-AS-AP Infobd24 Systems,694.63
131242,SWAPNO-AS-AP Swapno Network Limited,694.63
64018,CWT-AS-AP Md. Abdul Awual ta Cyber Way Technology,694.63
132294,ELENGADOTNET-AS-AP Elenga Dot Net,694.63
63996,MNL-AS-AP Mazeda Networks Limited,694.63
59340,MSHELPLINE-BD Help Line,694.63
58912,CTSL-BD Chittagong Telecom Services Ltd,694.63
38011,GBSL-AS-BD GramBangla Systems Limites,694.63
18109,MAISHANET-AS-AP MAISHA NET,694.63
153379,NS-AS-AP NS INTERNET,694.63
152139,Unknown Org,694.63
152125,NRSENTERPRISE-AS-AP NRS ENTERPRISE,694.63
151620,MD2-AS-AP AVEVA RESOURCE,694.63
59365,BD-NETWORKS-AS-AP BD Networks,694.63
138171,EVILLAGE-AS-AP E-Village,694.63
132800,NETEZEN-AS-AP Net-E-Zen,694.63
133605,BTL-BD Bright Technologies Limited,694.63
135071,VIDEOELEPHANT-AS-AP VIDEO ELEPHANT,694.63
135030,REALSTATION-BROADBAND-AS-AP REAL STATION BROADBAND,694.63
134971,DOLYITCORNER-AS-AP Md. Maniruzzaman Manir ta Doly IT Corner,694.63
134798,ALICONNETWORK-AS-AP Hossain Ahmed Masum TA Alicon Network,694.63
134781,HSBN-AS-AP HI-SPEED BROADBAND NETWORK,694.63
134780,LOWSPEEDNETWORK-AS-AP Low Speed Network,694.63
134750,STARNETWORK-AS-AP STAR NETWORK,694.63
134702,NETSCOPE-AS-AP NETSCOPE,694.63
132869,MANETWORKSERVICE-AS-AP Mohammad Mahabub Alam ta M.A Network Service,694.63
134595,VELOCITYINTERNET-AS-AP Velocity Internet,694.63
134506,DNET2-AS-AP DNET,694.63
134499,CENTRALLINKNET-AS-AP Central @linknet,694.63
134480,SUNLITNETWORK-AS-AP Sunlit Network,694.63
134228,AXNONLINE-AS-AP AXN ONLINE,694.63
134153,XPLORECYBERNET-AS-AP Xplore Net,694.63
133945,GAIBANDHAONLINE-AS-AP Md. Ahasan Kabir Choudhury ta Gaibandha Online,694.63
133854,X-PRESS-AS-AP X-press Technologies Limited.,694.63
133770,HMCOMMUNICATION-AS-AP H M COMMUNICATION,694.63
134572,BOTTOLACYBERNET-AS-AP Bottola Cyber Net,694.63
142015,FOXPROTECHNOLOGY-AS-AP Foxpro Technology,694.63
138183,MSCOMPUTERMATE-AS-AP Computer Mate,694.63
138336,POTATO POTATO,694.63
141181,BCLONLINESERVICE-AS-AP BCL Online Service,694.63
141178,SFC-AS-AP Super Fast Connectivity,694.63
141003,JONEYCABLENETWORK-AS-AP Jony Cable Network,694.63
140993,BEACONLINK-AS-AP Beacon Link,694.63
140991,MAYAENTERPRISE-AS-AP Maya Enterprise,694.63
140980,NALTAVISION-AS-AP Nalta Vision,694.63
140976,BANGLA521-AS-AP Bangla52,694.63
140957,MUMC-AS-AP Universal Multimedia Center,694.63
140954,CENTURY-AS-AP CENTURY LINK NETWORK,694.63
140950,SYNC1-AS-AP SYNC ONLINE,694.63
139033,VIS-AS-AP Voglu Internet Service,694.63
140923,GLOBALLINK-AS-AP Global Link,694.63
140917,MET-AS-AP ERA TRADERS,694.63
140877,ROZANETWORKBD-AS-AP Roza Network,694.63
140850,MAA1-AS-AP Maa Internet Service Provider,694.63
140712,COXLINKIT-AS-AP COX LINK IT,694.63
140711,DESHNETBROADBAND-AS-AP Deshnet Broadband,694.63
141184,INNC-AS-AP I NOX NET COMMUNICATION,694.63
141198,TLINKCOMMUNICATION-AS-AP TLink Communication,694.63
141208,GBNS-AS-AP Green Broadband Network Service,694.63
141227,AMARCIRCLE-AS-AP Amar Circle Broadband Connection,694.63
141997,AHONCOMMUNICATION-AS-AP AHON COMMUNICATION,694.63
141991,BENAPOLENET-AS-AP Benapole Net,694.63
141737,RAPIDNETWORK-AS-AP Rapid Network,694.63
141729,DUPCHANCHIAONLINE-AS-AP Dupchanchia Online,694.63
141726,STAR5-AS-AP Star Online,694.63
141473,JESSOREIT-AS-AP Jessore IT,694.63
141458,IPINTERNET-AS-AP IP INTERNET,694.63
141456,BONDHON-AS-AP Bondhon Communication,694.63
140664,COGENTBROADBANDKHL-AS-AP Cogent Broadband,694.63
141448,ASONLINE-AS-AP A S ONLINE,694.63
141433,NIS-AS-AP Netcom Internet Service,694.63
141417,MSBHOLADOTNET-AS-AP MS Bhola Dot Net,694.63
141411,SPEED2-AS-AP SPEED PLUS,694.63
141386,KAKHACOMPUTER-AS-AP Ka Kha Computer,694.63
141385,INET1-AS-AP iNet,694.63
141375,CIL-AS-AP Central Internet Link,694.63
141357,FIRSTNETWORK-AS-AP FIRST NETWORK,694.63
141346,COMPUTER2-AS-AP Computer Future,694.63
141443,HNC-AS-AP Habiganj Net Communications,694.63
140632,NETSATELLITE-AS-AP NET SATELLITE,694.63
140612,DESHCOMMUNICATIONS-AS-AP DESH COMMUNICATIONS,694.63
140090,HKNET-AS-AP HK Net,694.63
139008,NEEFIT-AS-AP NEEF IT LIMITED,694.63
138903,PROMEE-AS-AP PROMEE INTERNATIONAL,694.63
138694,SYNCIT-AS-AP SyncIT Bangladesh,694.63
138665,GKNETWORK-AS-AP GK Network,694.63
138636,LAKSHMIPURONLINE-AS-AP Lakshmipur Online,694.63
138622,UCS-AS-AP Unique Communication Service,694.63
138621,CITY-NET-COM-AS-AP City Net Communication,694.63
138611,UNITECHINTERNET-AS-AP Unitech Internet,694.63
139012,LINKTECH-AS-AP Link Technologies,694.63
138596,VALLEY1-AS-AP Valley International,694.63
138551,SKYINFOONLINE-AS-AP Skyinfo Online,694.63
138544,HK-ONLINE-AS HK Online,694.63
138541,ACTIVE-AS-AP Active Multimedia,694.63
138534,MATRIXBD-AS-AP Matrix,694.63
138509,RELATIONCABLENETWORK-AS-AP RELATION CABLE NETWORK,694.63
138492,CFO-AS-AP Chittagong Focus Online,694.63
138452,CLICKEARTHONLINE-AS-AP Click Earth Online,694.63
138338,CTGNET-AS-AP CTG.NET,694.63
138574,GLOBALNET-AS-AP Global Network,694.63
138320,FALCONLINK1-AS-AP Shamsuzzaman Mamun,694.63
139027,RENAISSANCE-AS-AP Renaissance Online and Cyber Cafe,694.63
139041,CBS-AS-AP CAFE-7040,694.63
140080,A1CYBERLINKBD-AS-AP A1 Cyberlink,694.63
140069,DTO-CML-AS-AP Dream Touch Online,694.63
139927,GALAXYNET-AS-AP Galaxy Net,694.63
139870,BCJL-AS-AP BlueNet Communication JV Ltd.,694.63
139854,DIGINET-AS-AP Digi Net,694.63
139841,STARCOMMUNICATION-AS-AP STAR COMMUNICATION,694.63
139839,ZERONET-AS-AP ZeroNET,694.63
139816,MKNETWORK-AS-AP M K Network,694.63
139029,AKNETWORKS-AS-AP AKNetworks,694.63
139808,SONYCYBERNET-AS-AP Sony Cyber Net,694.63
139672,CHERRYENTERPRISE-AS-AP Cherry Enterprise,694.63
139647,ALPHASATTELITE-AS-AP Alpha Sattelite Network,694.63
139622,QUETELBD-AS-AP QUE TEL,694.63
139590,GALAXYCYBERCAFE-AS-AP Galaxy Cyber Cafe,694.63
139338,CYBER2-AS-AP Cyber Planet,694.63
139294,SBN-AS-AP Skynet Broadband Network,694.63
139239,BOGRAINFOCOM-AS-AP BograInfo.com,694.63
139064,RONY-AS-AP RONY ONLINE COMMUNICATION,694.63
139680,RUMELIT-AS-AP Rumel IT,694.63
131464,DJBL-AS-AP Digi Jadoo Broadband Ltd,694.63
139904,KTL-AS-AP Kloud Technologies Limited,694.63
45268,NOVOTEL-IGW--AS-BD Novotel Limited,694.63
138512,CODEAXIS-AS-AP CodeAxis,694.63
138023,CREATION-AS-AP Creation Online,694.63
137810,ADELONLINE-AS-AP Md Obaid Ullah Khan,694.63
133325,GENFIVETECHNOLOGY-AS-AP Genfive Technology,694.63
139042,SPEEDLINKS-AS-AP Speed Links,694.63
151323,NAMEPART-AS-AP Namepart,694.63
151615,GTL-AS-AP GenNext Technologies Limited,694.63
150744,MAXHUBLTD2-AS-AP Max Hub Limited,694.63
150715,STARVISION-AS-AP STAR VISION CLASSIC CABLE NETWORK,694.63
150661,ICOMMUNICATIONBD-AS-AP I COMMUNICATION,694.63
150176,TLN-AS-AP Thunder link Network,694.63
149987,NABIRANETBD-AS-AP NABIRA NET,694.63
149819,KASPERNETWORK-AS-AP Kasper Network,694.63
149480,DECENTNETWORK-AS-AP Decent Network,694.63
147298,STC-AS-AP Shibpur Technology Care,694.63
142298,NEWTOPLINK-AS-AP New Top Link,694.63
141782,SAN-AS-AP Search Air Network,694.63
138953,TOPNETWORK-AS-AP Top Network,694.63
140986,MCBROADBAND-AS-AP M.C. Broadband,694.63
142162,KIN-AS-AP King IT Net,694.63
142428,SUCHANABROADBAND-AS-AP Suchana Broadband,694.63
149028,HIC-AS-AP HAMS Internet Connection,694.63
140849,PANMTECHLIMITED-AS-AP Pan M Tech Limited,694.63
140216,BANDHON-ENTERPRISE-AS-AP Bandhon Enterprise,694.63
139863,VIPCOM-AS-AP VIP.com,694.63
139276,AFLAH-BD Aflah Communication,694.63
138692,POLLYIT-AS-AP Polly IT,694.63
138522,CHOCOLATE-BROADBAND-AS-AP Kazi Rajib Ferdous ta Chocolate Broadband,694.63
137030,IPLINKNETWORK-AS-AP Jahirul Islam Kamal ta IP LINK NETWORK,694.63
141446,M3NETTECHNOLOGY-AS-AP 3 Net Technology,694.63
136562,THEWINNERIT-AS-AP Mohammad Ohid Ullah Bhuiyan ta The Winner IT,694.63
135311,M29COMMUNICATION2-AS-AP Golam Mohammad TA 29Communication,694.63
134785,SMART3-AS-AP Smart Digital,694.63
134122,KAZINET-AS-AP Kazi Net,694.63
152455,THREEDOTNET-AS-AP THREE DOT NET,694.63
152342,JSSNETWORK-AS-AP J.S.S Network,694.63
152103,DOS-AS-AP Daulatganj Online Service,694.63
150451,SBNETCITY-AS-AP SB Net City,694.63
150435,FARIDGONJBROADBAND-AS-AP Faridgonj Broadband,694.63
136419,SKYLINKNET-AS-AP Sky Link Net,694.63
149504,MSMULTINET-AS-AP MULTI NET,694.63
140085,NETEXPRESS-BD-AS-AP NET EXPRESS,694.63
138357,ABBL-AS-AP Alliance Broadband Bd Ltd.,694.63
140380,FASTNET1-AS-AP Fastnet,694.63
139643,I-SMART-AS-AP i Smart,694.63
137585,CYBERLINKCOMPUTER-AS-AP Cyber Link Computer,694.63
137578,SPACE-AS-AP Space Walker,694.63
137550,POWERLINK-AS-AP Power Link Dot Net,694.63
137493,ADAMDIGHIONLINE-AS-AP ADAMDIGHI ONLINE,694.63
137078,AONEONLINE-AS-AP A One Online,694.63
136917,IFRA-AS-AP IFRA NETWORK,694.63
135613,SIT-AS-AP Streaming Internet Trade,694.63
135091,AYAANCOMMUNICATION-AS-AP Ayaan communication,694.63
134952,SMART2-AS-AP Smart Online,694.63
134676,XENIALBB1-AS-AP Santonu Talukder ta Xenial Broadband,694.63
151837,JOYPURCOLO-AS-AP JOYPUR COLO,694.63
139812,CYBERCLOUDLIMITED-AS-AP Cyber Cloud Limited,694.63
137444,SDNETWORK-AS-AP SD NETWORK,694.63
153688,NNO-AS-AP Ninja Network online,694.63
153638,MMRM-AS-AP Rahaman Corporation,694.63
140502,BAHANNO-AS-AP Bahanno,694.63
149508,SSNETWORK-AS-AP SS NETWORK,694.63
149832,TIMESCOMMUNICATION-AS-AP Times Communication,694.63
150175,KOTBARIONLINE-AS-AP Kotbari Online,694.63
138205,RMNETWORK-AS-AP RM NETWORK,694.63
138170,MICROLINCOMM-AS-AP Md Omrul Islam,694.63
137419,NETFOX-AS-AP Asif Chowdhury,694.63
137197,SHOILYCYBERGARDEN-AS-AP Shoily Cyber Garden,694.63
136573,ZCCT-AS-AP Sanjoy Saha ta Zip Cyber Cafe & Technology,694.63
134804,RIL-AS-AP ECTLINK,694.63
133209,SATURN-AS-AP Saturn Internet Service,694.63
131216,AUTHENTICNETWORK-AS-AP Saharea Hossain ta Authentic Network,694.63
139872,RAPIDNET-AS-AP Rapid Technology,694.63
136991,MS4-AS-AP Delight Broadband Services,694.63
137410,MDMSL-AS-AP MiM Digital Marketing Solution Ltd.,694.63
134494,CFHIL-AS-AP Code For Host Inc Ltd,694.63
152637,COMILLA4-AS-AP Comilla Cable TV Online,694.63
152446,FLYNET-AS-AP Flynet Networking System,694.63
151050,KFL-AS-AP KHULNA FIBER LINK,694.63
150722,KBS-AS-AP Khulna Broadband Service,694.63
150334,BAIZID-AS-AP Baizid Online,694.63
150330,BREEZE-AS-AP Breeze Online,694.63
59332,MYNETLIMITED-BD Mynet Limited,694.63
149514,BAIPAIL1-AS-AP Baipail Network And Internet Service,694.63
149636,HASANBROADBANDNET-AS-AP Hasan Broadband Net,694.63
149815,POSHCOMMUNICATION-AS-AP posh communication,694.63
150114,CITYINTERNETCOM-AS-AP CITY INTERNET.COM,694.63
150002,RAISULISLAM-AS-AP R.K. Technology,694.63
149638,ELMAMULTIMEDIA-AS-AP Elma Multimedia,694.63
149452,SPEEDCOMMUNICATION-AS-AP Speed Communication,694.63
149016,PC-AS-AP PRODHAN COMMUNICATION PC,694.63
147070,DHAKAONLINE-AS-AP Dhaka Online,694.63
142124,SBIS-AS-AP Shubas Broadband Internet Service,694.63
142044,CONTRIVANCETECHNOLOGY-AS-AP Contrivance Technology,694.63
139629,SUN-AS-AP SUN POP Broadband,694.63
139280,WETUBENETWORK-AS-AP WETUBE NETWORK,694.63
139013,HTOS-AS-AP Hi-Tech Online Services,694.63
137434,M691-AS-AP 69 Systems,694.63
137274,UBONLINE-AS-AP Md. Zakir Hossain,694.63
135590,SEBANET-AS-AP Md. Aminur Rahman Khan TA Seba Net,694.63
134455,CAMPC-AS-AP C & C Communication,694.63
133547,BITNET-AS-AP Bit Net Technology,694.63
38141,CITRAMEDIA-AS-ID PT. Citramedia Network,694.63
150348,NCNBROADBAND-AS-AP NCN Broadband,694.63
150458,ONIONNETZONE-AS-AP Onion Net Zone,694.63
151076,XENNET-AS-AP Xennet,694.63
151077,ITEL-AS-AP I-TEL,694.63
151474,CLOUD3-AS-AP Cloud online,694.63
24481,CONNECTBD-AS ConnectBD Ltd. Internet Service provider,694.63
140616,ZNITSOLUTION-AS-AP ZN IT Solution,694.63
138482,SKYVIEWONLINE-AS-AP Skyview Online Ltd,694.63
151403,ACLOUDPLANET-AS-AP A Cloud Planet,694.63
18060,BANGLADESH-AS-AP Bangladesh Submarine Cable Company Limited BSCCL,694.63
139875,NIE-AS-AP Noakhali Internet Exchange,694.63
153668,FASTBEE24-AS-AP Fast Bee 24,694.63
133181,QUICKONLINEDOTNET-AS-BD Quick Online Dot Net,694.63
152098,HEXAZN-AS-AP Hexazn,694.63
58665,BAN-TEL-BD Bangla Tel Ltd,694.63
152305,EASYNETWORK-AS-AP Easy Network,694.63
150726,UMAXINTERNET-AS-AP U-MAX INTERNET,694.63
136022,JANANITECHNOLOGY-AS-AP Janani Technology,694.63
136010,SEBAIT-AS-AP SEBA IT,694.63
135587,JGTL-AS-AP JH GLOBAL TECHNOLOGY LTD,694.63
152928,MDAKBORHOSSAIN-AS-AP AKBOR POWER NET,694.63
151484,KMNETWORK-AS-AP KM NETWORK,694.63
152147,IT-AS-AP IT Connection Network,694.63
153604,POSTACABLENETWORK-AS-AP Posta Cable Network,694.63
152850,CHITTAGONG1-AS-AP Chittagong net solution,694.63
152160,GENIOUSNET-AS-AP Geniousnet Bangladesh,694.63
138688,BONDHONONLINENETWORK-AS-AP Bondhon Online Network,694.63
138638,FENIEASYNET-AS-AP Feni Easy Net  ISP,694.63
138612,AMRNET-AS-AP AMR NET,694.63
138585,OFFTECHITBD-AS-AP OffTechIT Bangladesh,694.63
138582,GREETINGSONLINE-AS-AP Greetings Online,694.63
138556,ARMOUR-AS-AP Armour Technologies Ltd.,694.63
138383,ACNB-AS-AP Moustafa Ferdous,694.63
135353,CUECLUBTECHNOLOGY-AS-AP MD SHIRAJUL HAIDER TA Cue Club Technology,694.63
138917,JUPITER2-AS-AP JUPITER ONLINE SERVICES,694.63
135308,MSDIGITALTELECOM-AS-AP MS DIGITAL TELECOM,694.63
134424,ORANGE-3-AS-AP Orange Communication,694.63
134186,PARADISETEC-AS-AP Paradise Technologies Limited,694.63
18022,SMART-AS-AP Ali Sumon ta SMART NET,694.63
153516,SYBON-AS-AP Six young boys online network,694.63
152168,A1NETWORK-AS-AP A1 Network,694.63
151968,TGNETWORK-AS-AP T G Network,694.63
150319,HBCT-AS-AP HOMENET BROADBAND COMMUNICATION AND TECHNOLOGIES,694.63
149822,FDFN-AS-AP Friends Digital Fiber Network,694.63
134599,DIGITALDOTNET-AS-AP Digital Dot Net DDN,694.63
153343,NETLINKBD-AS-AP Netlink,694.63
139208,SA2-AS-AP SA Online,694.63
139689,RAHULENTERPRISE-AS-AP Rahul Enterprise,694.63
151960,AREALINKBD-AS-AP Area Link,694.63
151057,TORRONGO-AS-AP Torrongo Communications,694.63
150778,MRN-AS-AP MS ROMS NETWORK,694.63
150774,EXABYTELTD2-AS-AP EXABYTE LTD,694.63
150457,DSP-AS-AP DSP,694.63
150316,PRNETWORK-AS-AP PR Network,694.63
149517,MOHAMMADIA-AS-AP Mohammadia Corporation,694.63
149483,CITYONLINE-AS-AP City Online,694.63
139604,ARROWNET-AS-AP Arrow Net,694.63
149041,SIMPLIFYIT-AS-AP Simplify IT,694.63
147307,MMCN-AS-AP Mars Computer Net,694.63
147063,ALAMINONLINE-AS-AP Al Amin Online,694.63
142623,MOMOTATECH-AS-AP Momota Technologies,694.63
141155,OUR1-AS-AP Our Online,694.63
140962,IDEATECLTD-AS-AP IDEA TEC LTD,694.63
140879,CRESCENT-AS-AP Crescent Network Service,694.63
140222,APNA-AS-AP Apna Network,694.63
139813,SMARTONLINE-AS-AP Smart Online,694.63
148988,KLIKX-AS-AP KLIK X,694.63
152661,ALZAF1-AS-AP ALZAF LIMITED,694.63
152929,FAHINONLINE-AS-AP Fahin Online,694.63
152632,TAJRICOMMUNICATION-AS-AP Tajri Communication,694.63
149281,DURANTO-AS-AP Duranto Broadband Network,694.63
