ASnumber,AS_ID,AS_Organization,CO2_Intensity
55324,55324_POVO-AS-VN,Premier Oil Viet Nam Offshore B.V,471.16
56144,56144_AIAVN-AS-VN,AIA Life Insurance Company limited,471.16
56148,56148_PVCOMBANK-VN,PVcombank,471.16
56149,56149_INCOM-AS-VN,Cong ty CP Truyen thong quoc te Incom,471.16
56150,56150_VHOST-AS-VN,Viet Solutions Services Trading Company Limited,471.16
63732,63732_GALAXYPLAY-AS-VN,GALAXY PLAY JOINT STOCK COMPANY,471.16
63734,63734_GREENCLOUDVPS-AS-VN,365 Online technology joint stock company,471.16
63736,63736_NAMABANK-AS-VN,Nam A Commercial Joint Stock Bank,471.16
63737,63737_VIETSERVER-AS-VN,VIETSERVER SERVICES TECHNOLOGY COMPANY LIMITED,471.16
63751,63751_VCBS-AS-VN,Vietcombank securities Company limited,471.16
63752,63752_ICTHOABINH-AS-VN,Hoa Binh Department of Information and Communications,471.16
63754,63754_VMG-AS-VN,VMG MEDIA JOINT STOCK COMPANY,471.16
63756,63756_VSTV-AS-VN,VSTV-VN,471.16
63758,63758_VETC-AS-VN,VETC Corporation,471.16
63760,63760_AZDIGI-AS-VN,AZDIGI Corporation,471.16
63765,63765_HOSTVN-VN,HOSTVN Technology Solutions Joint Stock Company,471.16
63766,63766_VEGAGAME-AS-VN,VEGAGAME-VN,471.16
131125,131125_TVSI-AS-VN,TVSI-VN,471.16
131130,131130_TLS-AS-VN,MB securities joint stock company,471.16
131342,131342_TECHCOMBANK-AS-VN,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,471.16
131344,131344_THMILK-AS-VN,TH Food Chain Joint Stock Company,471.16
131345,131345_KIENLONGBANK-AS-VN,KienLong commercial joint stock bank,471.16
131347,131347_SHINHANBANK-AS-VN,Shinhan Viet Nam Bank Limited,471.16
131348,131348_VIETCOMBANK-AS-VN,Joint stock Commercial Bank for Foreign Trade of Viet Nam,471.16
131349,131349_DIGINET-AS-VN,Digital telecomminication service joint stock,471.16
131351,131351_OCB-AS-VN,Orient commercial joint stock bank,471.16
131353,131353_NHANHOA-AS-VN,NhanHoa Software company,471.16
131354,131354_PRUDENTIAL-AS-VN,Prudential Vietnam Assurance Private limited,471.16
131358,131358_TELEHOUSE-AS-VN,Telehouse international corporation of vietnam,471.16
131362,131362_HNX-AS-VN,HaNoi Stock Exchange,471.16
131365,131365_BNNMT-VN,Digital Infrastructure Center - Digital Transformation Department - Ministry of Agriculture and Environment,471.16
131366,131366_LANIT-AS-VN,Lanit Technology and Communication Joint Stock Company,471.16
131371,131371_BMSC-AS-VN,BaoMinh securities company,471.16
131372,131372_VIVAS-AS-VN,VIVAS-VN,471.16
131375,131375_MIC-AS-VN,Trung tam Thong tin Bo TT & TT,471.16
131376,131376_KBSV-AS-VN,KB Securities Vietnam Joint Stock Company,471.16
131385,131385_VTV-AS-VN,VTV-VN,471.16
131386,131386_LVSS-AS-VN,Long Van System Solution JSC,471.16
131387,131387_PVISL-AS-VN,Sun Life Vietnam Insurance Company Limited,471.16
131391,131391_VAB-AS-VN,Vietnam-Asia Commercial Joint Stock Bank,471.16
131398,131398_LDCC-AS-VN,LOTTE INNOVATE VIETNAM COMPANY LIMITED,471.16
131402,131402_FPTSOFTWARE-AS-VN,FPT Software Company limited,471.16
131408,131408_TPBANK-AS-VN,TPBANK-VN,471.16
131413,131413_VINGROUP-AS-VN,VINGROUP JOINT STOCK COMPANY,471.16
131414,131414_LVSOFT-AS-VN,Long Van Soft Solution JSC,471.16
131419,131419_NAPAS-VN,NATIONAL PAYMENT CORPORATION OF VIET NAM,471.16
131423,131423_LVHN-AS-VN,Branch of Long Van System Solution JSC - Hanoi,471.16
135906,135906_BOOKING247-AS-VN,BOOKING247 COMPANY LIMITED,471.16
135908,135908_ECONET-AS-VN,ECONET VIETNAM CORPORATION,471.16
135910,135910_ISYSTEM-AS-VN,"INTELLIGENCE INFORMATION SYSTEM CO, LTD",471.16
135911,135911_MSB-AS-VN,VietNam maritime commercial joint stock bank,471.16
135912,135912_VNETWORK-AS-VN,VNETWORK Joint Stock Company,471.16
135916,135916_KIENPHONGITS-AS-VN,"descr: No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi",471.16
135919,135919_MCREDIT-AS-VN,MB SHINSEI Finance Limited Liability Company,471.16
135921,135921_MAXSERVER-AS-VN,Maxserver Company Limited,471.16
135922,135922_CLEARSKY-AS-VN,Clearsky Service Solutions Company Limited,471.16
135932,135932_VNDATA-AS-VN,Viet Storage Technology Joint Stock Company,471.16
135933,135933_BACABANK-AS-VN,Bac A Commercial Joint Stock Bank,471.16
135936,135936_AIPACIFIC-AS-VN,LABO A&B Joint Stock Company,471.16
135942,135942_ADSOTA-AS-VN,Adsota Corporation,471.16
135944,135944_VINACIS-AS-VN,VinhNam Commercial informatics service corporation,471.16
135945,135945_VTCONLINE-AS-VN,VTC Online Joint Stock Company,471.16
135963,135963_MOLISA-AS-VN,"Information Technology Center - Ministry of Labor, War Invalids and Social Affairs",471.16
135964,135964_RVC-AS-VN,RVC Rong Viet Trade Service Telecom Company Limited,471.16
135967,135967_BKNS-AS-VN,Bach Kim Network solutions Join stock company,471.16
135969,135969_SENDO-AS-VN,Sen Do Technology Joint Stock Company,471.16
135971,135971_PSI-AS-VN,PetroVietNam Securities Joint Stock Company,471.16
135974,135974_NPT-AS-VN,National Power Transmission Corporation,471.16
135977,135977_BDA-CORP-AS-VN,Vietnam BDA technology and communication joint stock company,471.16
135990,135990_EVG-AS-VN,Everest Global Joint Stock Company,471.16
135997,135997_EASYCREDIT-AS-VN,EVN Finance Joint Stock Company,471.16
140739,140739_USDC-AS-VN,USDC TECHNOLOGY JSC,471.16
140758,140758_CAMAU-AS-VN,Department of Information and Communications of Ca Mau Province,471.16
140764,140764_CSDGROUP-AS-VN,CSD Group Technology JSC.,471.16
140765,140765_VINANET-AS-VN,VINANET Services Joint Stock Company,471.16
140766,140766_FPTCLOUD-AS-VN,FPT Smart Cloud Company Limited,471.16
140770,140770_DIGILIFE-AS-VN,Digilife Vietnam Digital Services Company Limited,471.16
140774,140774_UCCORP-VN,VIET NAM UNIFIED COMMUNICATIONS CORPORATION,471.16
140775,140775_ITCGLOBAL-AS-VN,GLOBAL INFORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY,471.16
140796,140796_SBDTELECOM-AS-VN,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City",471.16
140799,140799_VNCLOUDTECH-AS-VN,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,471.16
140801,140801_HARAVAN-AS-VN,HARAVAN TECHNOLOGY CORPORATION,471.16
140807,140807_TND-AS-VN,Nguyen Ngoc Thanh Trading Limited Company,471.16
140817,140817_ODSONLINE-AS-VN,ODS ONLINE DATA SOLUTION JOINT STOCK COMPANY,471.16
140818,140818_VNDIC-AS-VN,D.I.C Viet Nam Technology Joint Stock Company,471.16
140822,140822_ANPHATIDC-VSIS-AS-VN,ANPHATIDC,471.16
140823,140823_VNCDATA-AS-VN,"Group 7, THieu Khanh Ward, Thanh Hoa City, Thanh Hoa, Viet Nam",471.16
140824,140824_VNIDC-AS-VN,VNIDC TECHNOLOGY COMPANY LIMITED,471.16
140825,140825_HOSTINGVIET-AS-VN,Thien Quang Digital technology joint stock company,471.16
140832,140832_FTECH-AS-VN,"Vietnam F Tech., JSC",471.16
140833,140833_INTERCLOUD-AS-VN,INTERDATA JOINT STOCK COMPANY,471.16
140834,140834_SAIGONDATANET-AS-VN,SAIGON TRAVEL SERVICE TRADING JOINT STOCK COMPANY,471.16
142294,142294_TTASL-AS-AP,TELECOM TRADE AND SERVER LLC,471.16
149062,149062_DATAONLINE247-AS-VN,TECHNOLOGY SOLUTION DATA ONLINE COMPANY LIMITED,471.16
149065,149065_MTGROUP-VN,MT GROUP COMPANY LIMITED,471.16
149076,149076_CLOUDCOMPUTING-AS-VN,"Cloud Computing Server Solutions Co., Ltd",471.16
149077,149077_DULICHYENVIET-AS-VN,Yen Viet Tourist Company Limited,471.16
149078,149078_VPSMMO-AS-VN,VPSMMO TECHNOLOGY COMPANY LIMITED,471.16
149079,149079_CUONGKHANG-AS-VN,CUONG KHANG INFORMATICS COMPANY LIMITED,471.16
149080,149080_SHINHANLIFE-VN,"SHINHAN LIFE VIETNAM INSURANCE CO., LTD",471.16
149082,149082_VOICECLOUD-VN,NGOC MINH TECHNOLOGY JOINT STOCK COMPANY,471.16
149096,149096_IDNES-VN,INVESTMENT AND DEVELOPMENT OF NATIONAL E-PROCUREMENT SYSTEM COMPANY LIMITED,471.16
149101,149101_BKCLOUDCSKH-VN,BKCLOUD COMPANY LIMITED,471.16
149102,149102_KHANHCHIICT-VN,KHANH CHI ICT COMPANY LIMITED,471.16
149107,149107_TRUMVPS-VN,TRUMVPS COMPANY LIMITED,471.16
149109,149109_GHTK-VN,GIAO HANG TIET KIEM JOINT STOCK COMPANY,471.16
149118,149118_THREESTECH-VN,3S Viet Nam Technology Joint Stock Company,471.16
149120,149120_BLUETECH-VN,BLUE TECHNOLOGY AND INVESTMENT COMPANY LIMITED,471.16
149123,149123_ITCLOUD-VN,VU GIA TECHNOLOGY INVESTMENT JOINT STOCK COMPANY,471.16
149124,149124_THANHPHAT-VN,WEBPX SOFTWARE COMPANY LIMITED,471.16
149125,149125_DV4S-VN,4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED,471.16
149131,149131_SOCLUA-VN,Optimal Agency LLC,471.16
149135,149135_SAPO-VN,SAPO TECHNOLOGY JOINT STOCK COMPANY,471.16
149136,149136_AALO-VN,AALO.VN DIGITAL TECHNOLOGY JOINT STOCK COMPANY,471.16
149138,149138_RUBIK-VN,"RUBIK Trading Consultancy Service One Member Co., Ltd",471.16
149139,149139_VGP-VN,VGP JOINT STOCK COMPANY,471.16
149142,149142_VNSC-VN,Vina Securities Joint Stock Company,471.16
149143,149143_MONA-MEDIA-VN,MONA MEDIA COMPANY,471.16
149148,149148_PHUHAIPC-VN,"Phu Hai Computer Co., Ltd",471.16
149149,149149_INTERBOOKING247-VN,INTER BOOKING247 LIMITED COMPANY,471.16
149150,149150_THDATA-VN,THDATA COMPANY LIMITED,471.16
149151,149151_VNSUNCLOUD-VN,VNSUN CLOUD COMPANY LIMITED,471.16
149161,149161_MEGA-VN,MEGA TECHNOLOGY COMPANY LIMITED,471.16
150819,150819_ALGOGLOBAL-VN,ALGOGLOBAL COMPANY LIMITED,471.16
150820,150820_LIENVPS-VN,LIENVPS TECHNOLOGY COMPANY LIMITED,471.16
150828,150828_VMONCLOUD-VN,VMON CLOUD COMPANY LIMITED,471.16
150842,150842_VMD-VN,VIMEDIMEX GROUP PHARMACY CORPORATION,471.16
150847,150847_MAYCHUSO-VN,DIGITAL SERVER COMPANY LIMITED,471.16
150859,150859_SANDCLOCK-VN,SANDCLOCK SERVICE TRADING COMPANY LIMITED,471.16
150862,150862_MAYTINHVPSTTT-VN,VPSTTT COMPUTER COMPANY LIMITED,471.16
150866,150866_FCBV-VN,FINTECH VIETNAM CREDIT INFORMATION JOINT STOCK COMPANY,471.16
150869,150869_NCB-VN,National Citizen Commercial Joint stock bank,471.16
150872,150872_TECHCLOUD-VN,TECHCLOUD SOLUTION JOINT STOCK COMPANY,471.16
150895,150895_EZTECH-VN,EZ TECHNOLOGY COMPANY LIMITED,471.16
151858,151858_INTERDIGI-VN,INTERDIGI JOINT STOCK COMPANY,471.16
151866,151866_DAIHUU-VN,DAI HUU SERVICE AND TRADING MECHANICAL COMPANY LIMITED,471.16
151870,151870_CUCTANSO-BTTTT-VN,Department of Radio Frequency - Ministry of Information and Communications,471.16
151901,151901_HQV-VN,HAO QUANG VIET SOFTWARE COMPANY LIMITED,471.16
151917,151917_JUPITERMEDIA-VN,Jupiter Media Joint Stock Company,471.16
151923,151923_BCCARD-VN,BC CARD Vietnam Company Limited,471.16
151938,151938_CLOUDY-VN,CLOUDY One Member LLC,471.16
152934,152934_DUCDUY-VN,DUC DUY HIGH TECHNOLOGY COMPANY LIMITED,471.16
152935,152935_CLOUDPROXY-VN,PROXY VN TECHNOLOGY COMPANY LIMITED,471.16
152945,152945_DMX-VN,DAINTY CLOUD INC,471.16
152949,152949_AZTECH-VN,AZ VIETNAM TECHNOLOGY JOINT STOCK COMPANY,471.16
152953,152953_NORTHWIND-VN,NORTH WIND SOFTWARE COMPANY LIMITED,471.16
152955,152955_CLOUDACE-VN,CLOUDACE COMPANY LIMITED,471.16
152959,152959_GKIN-VN,GKIN COMPANY LIMITED,471.16
152969,152969_MAXERA-VN,Kim Ky Nam Digital Technology Solutions Company Limited,471.16
152974,152974_AMZCLOUD-VN,AMZ CLOUD COMPANY LIMITED,471.16
152976,152976_ONJI-VN,Thanh Loan Fashion Company Limited,471.16
152980,152980_KHANHCHIIDC-VN,KHANH CHI IDC COMPANY LIMITED,471.16
152981,152981_VNCNIX-VN,VNC NIX COMPANY LIMITED,471.16
152989,152989_SYSTEM443-VN,System 443 Company Limited,471.16
152993,152993_PROON-VN,Gemz Land Trading and Service Company Limited,471.16
152994,152994_CRVIT-VN,EB Services LLC,471.16
153032,153032_DOIX-NET-VN,An Phat Viet Trading and Services Company Limited,471.16
153320,153320_SSTCL-AS-AP,SANDCLOCK SERVICE TRADING COMPANY LIMITED,471.16
153403,153403_NEFONET-VN,Huy Hoang Electronics and Telecommunications Company Limited,471.16
153407,153407_BAV-VN,Sava Meta Technology Joint Stock Company,471.16
153416,153416_DTDMVNCLOUD-VN,Hoang Dieu Cloud Computing Company Limited,471.16
153429,153429_BLATE-VN,Le Quang Telecommunications Technology Company Limited,471.16
153430,153430_TELEUPNET-VN,Quang Kim Digital Technology Investment and Development Company Limited,471.16
153433,153433_IPA-SOLUTIONS-VN,IPA TECHNOLOGY SOLUTION JOINT STOCK COMPANY,471.16
153499,153499_CTCLOUDX-VN,CLOUDX JOINT STOCK COMPANY,471.16
153502,153502_WEBCHUYEN-VN,Specialized Web Company Limited,471.16
153535,153535_HLC-VN,HLC VIET NAM JOINT STOCK COMPANY,471.16
153536,153536_OSIE-VN,Osie Cloud LLC,471.16
153539,153539_THUEMAYCHUVN-VN,VIETNAM INTERNET NETWORK COMPANY NO. 1,471.16
153543,153543_VINAGPU-NET-VN,TECHNOLOGY AT YOUR HANDS COMPANY LIMITED,471.16
153585,153585_COMTER-VN,Gold Key Real Estate Investment Company Limited,471.16
153647,153647_OSERVER-VN,Viet Homes Furniture Manufacturing Company Limited,471.16
153713,153713_AGRISECO-VN,AGRIBANK SECURITIES CORPORATION,471.16
153831,153831_BAOKHANHICT-VN,Bao Khanh ICT Company Limited,471.16
45554,45554_VNNICANYCASTDNS-AS-VN,Vietnam Internet network information center (VNNIC),471.16
38247,38247_VIETNAMOBILE-AS-VN,Vietnamobile Telecommunications Joint Stock Company,471.16
38253,38253_HANOITELECOM-AS-VN,Hanoi Telecom JSC,471.16
63753,63753_VIETLOTT-AS-VN,Viet Nam Lottery One Member Company Limited,471.16
131360,131360_NAPAS-VN,NATIONAL PAYMENT CORPORATION OF VIET NAM,471.16
131421,131421_INTERCOM-VN,"Intercom Telecom., JSC",471.16
131434,131434_SCOM-AS-VN,Scom Technology Join stock company,471.16
135909,135909_VNUHCM-AS-VN,Information Technology Park - Vietnam National University Ho Chi Minh City,471.16
135917,135917_WEBPANDA-AS-VN,Cong ty TNHH Web Panda,471.16
135962,135962_AIS-AS-VN,AIS Securitites Joint Stock Company,471.16
140750,140750_VNTA-AS-VN,Viet Nam Telecommunications Authority,471.16
140762,140762_VISITEC-AS-VN,Vinh Railway Signalling - Telecom Joint Stock Company,471.16
149087,149087_HANU-AS-VN,Hanoi University,471.16
153013,153013_GTSC-DC1-VN,GTSC VIETNAM TECHNOLOGY SERVICES AND COMMERCIAL JOINT STOCK COMPANY,471.16
24175,24175_VINAREN-AS-AP,National Agency for Scientific and Technological Information,471.16
24176,24176_NETNAMHCMC-AS-AP,Branch of Netnam Company in Ho Chi Minh City,471.16
45542,45542_VNU-AS-VN,VietNam National University Ha Noi,471.16
55310,55310_KCS-AS-VN,KCS VIETNAM COMPANY LIMITED,471.16
56155,56155_TMASOLUTIONS-AS-VN,Tuong Minh Software Solutions Company Limited,471.16
63746,63746_IOIT-AS-VN,Institute of Information Technology (IOIT),471.16
131369,131369_BNNMT-VN,Digital Infrastructure Center - Digital Transformation Department - Ministry of Agriculture and Environment,471.16
131373,131373_MOST-AS-VN,Information Center - Ministry of Science and Technology,471.16
131417,131417_VINACOMIN-AS-VN,Vietnam National Coaland Mineral Industries Holding Corporation Limited,471.16
135978,135978_HAUI-AS-VN,Hanoi University of Industry,471.16
140802,140802_UNINATION-AS-VN,"07-02A, Floor 7, Prime Center,53 Quang Trung, Nguyen Du Ward. Hai Ba Trung District, HN",471.16
149159,149159_VAST-VN,Viet Nam Academy of Science and Technology,471.16
131440,131440_ZINGPLAY-VN,ZINGPLAY VIETNAM COMPANY LIMITED,471.16
150856,150856_VNGDC-VN,"VNG DATA CENTER CO., LTD",471.16
38248,38248_VTC-AS-VN,VTC-VN,471.16
131422,131422_ITC-MCST-AS-VN,"Information Technology Center - Ministry of Culture, Sports and Tourism",471.16
45551,45551_VBL-AS-VN,HEINEKEN VIETNAM BREWERY LIMITED COMPANY,471.16
56153,56153_LUUTRUSO-AS-VN,Digital Storage Company Limited,471.16
56158,56158_THEGIOISO-AS-VN,Digital world data online company,471.16
63730,63730_VNSO-AS-VN,VNSO TECHNOLOGY COMPANY,471.16
63740,63740_TOCDOSOVN-AS-VN,TOCDOSOVN-VN,471.16
63759,63759_TADU-AS-VN,TaDu Joint Stock Company,471.16
131367,131367_VONLINE-AS-VN,Viet Online trading service corporation,471.16
131378,131378_CLOUDVIET-AS-VN,Cloud Viet Technology Company Limited,471.16
131382,131382_CFOX-VN,CFOX TECH COMPANY LIMITED,471.16
131404,131404_VIETNAMHOST-AS-VN,Masters Technology Corporation,471.16
131418,131418_SHOPEEPAY-VN,SHOPEEPAY JOINT STOCK COMPANY,471.16
131425,131425_TGDD-AS-VN,The gioi di dong jsc,471.16
131426,131426_MISA-VN-AS,MISA-VN,471.16
131427,131427_AOHOAVIET-VN-AS,AOHOAVIET-VN,471.16
131435,131435_HOABINH-VN,Binh Minh Software Service Company Limited,471.16
135915,135915_TLSOFT-AS-VN,"8 Floor, 96-98 Dao Duy Anh, Phu Nhuan, HCMC",471.16
135937,135937_NEXTTECH-AS-VN,Next Technology Investment and Development Company Limited,471.16
135938,135938_HOMECREDIT-AS-VN,Home Credit Viet nam Finance Company Limited,471.16
135947,135947_SHOPEE-VN,Shopee Company Limited,471.16
135951,135951_WEBICO-AS-VN,Webico Company Limited,471.16
135953,135953_BKHOST-AS-VN,Vietnam Online Network Solution Joint Stock Compnay,471.16
135958,135958_TEKO-AS-VN,Teko Vietnam Technology Joint Stock Company,471.16
135959,135959_ONEBIM-AS-VN,Onebim Vietnam Limited Company,471.16
135961,135961_VDO-AS-VN,Viet Nam Data Online Joint Stock Company,471.16
135986,135986_ECOCLOUD-AS-VN,Turbo Technology Solution Joint Stock Company,471.16
135987,135987_INDRA-RELOAD-AS-VN,Reload Company Limited,471.16
135988,135988_SUNGROUP-AS-VN,Sun Group Corporation,471.16
135994,135994_IDCONLINE-AS-VN,IDC Online Technology and Solutions Corporation,471.16
140742,140742_DZOGAME-AS-VN,DZOGAME COMPANY LIMITED,471.16
140745,140745_VINTEK-AS-VN,"VINTEK VIET NAM TECHNOLOGY TELECOM CO.,LTD",471.16
140787,140787_LAMA-AS-VN,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,471.16
140811,140811_VTVLIVE-AS-VN,VIET NAM INTERACTIVE TELEVISION JOINT STOCK COMPANY,471.16
140831,140831_VNUDC-AS-VN,Data Center of Vietnam National University Ho Chi Minh City,471.16
149098,149098_HATANGSO-VN,VIETNAM DIGITAL INFRASTRUCTURE JOINT STOCK COMPANY,471.16
149117,149117_VTCMOBILE-VN,VTC MOBILE SERVICES JOINT STOCK COMPANY,471.16
149137,149137_TANTHANHAN-VN,TAN THANH AN INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED,471.16
149146,149146_VNETKIWON-VN,"VNETKIWON SECURITY CO., LTD",471.16
149147,149147_GOFIBER-SOFTWARE-VN,GOFIBER SOFTWARE TECHNOLOGY COMPANY LIMITED,471.16
150821,150821_CTKYTHUATHD-VN,HD TECHNICAL INFRASTRUCTURE CONSTRUCTION COMPANY LIMITED,471.16
150837,150837_SVTELECOM-VN,SAOVANG TELECOMMUNICATION INFRASTRUCTURE JOINT STOCK COMPANY,471.16
151855,151855_SOUTH-VN,SOUTH TELECOMMUNICATIONS SOFTWARE JOINT STOCK COMPANY,471.16
151908,151908_MAYCHUVIET-VN,MAY CHU VIET SOLUTIONS CORPORATION,471.16
153003,153003_LACHANSO-VN,Digital Shield Technology Company Limited,471.16
153022,153022_ADM-VN,ADM TECHNOLOGY JOINT STOCK COMPANY,471.16
153591,153591_SKYX-VN,LEEON TECHNOLOGY COMPANY LIMITED,471.16
38732,38732_CMCTELECOM-VN,CMC Telecom Infrastructure Company,471.16
135981,135981_VISUALVIET-AS-VN,VisualViet Company Limited,471.16
140814,140814_TECHCITYGROUP-AS-VN,"Floor 5, 255 Tran Dang Ninh, Dich Vong, Cau Giay District, Ha Noi City",471.16
140829,140829_AS140829,,471.16
151863,151863_PSG-VN,PSG JOINT STOCK COMPANY,471.16
151873,151873_TOTHOST-VN,TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED,471.16
152979,152979_VIETSERVICE-VN,Vietservice Technology Company Limited,471.16
153016,153016_CHANGEDIGITAL-VN,VN Change Digital Ltd.,471.16
153500,153500_ONESCHOOL-VN,1School Education Technology and Solutions Company Limited,471.16
153651,153651_QPPF-VN,QPPF Company Limited,471.16
153683,153683_V2SECURE-VN,VIETNAM V2 INFORMATION SECURE JOINT STOCK COMPANY,471.16
135901,135901_MAYCHUNHO-AS-VN,Phuong Dong technology solution company limited,471.16
135983,135983_TINO-AS-VN,Tino Group Joint Stock Company,471.16
149085,149085_EDATA-AS-VN,E-DATA TECHNOLOGY SERVICE COMPANY LIMITED,471.16
149130,149130_TEKNIXCLOUD-VN,TEKNIX CLOUD TECHNOLOGY INFRASTRUCTURE JOINT STOCK COMPANY,471.16
150835,150835_MCSG-VN,MAY CHU SAI GON SERVICE TRADING COMPANY LIMITED,471.16
150846,150846_AXYS-VN,"Room 1508, 15th Floor, Vincom Center Building, 72 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",471.16
150855,150855_MAYSOC-VN,MAY SOC COMPANY LIMITED,471.16
150882,150882_XKA-VN,XKA TECHNOLOGY MTV COMPANY LIMITED,471.16
150884,150884_NEWVINA-VN,ANZIX Joint Stock Company,471.16
150887,150887_NGOCHACLOUD-VN,"NGOC HA TECHNOLOGY SERVICES CO., LTD",471.16
150894,150894_SONNGUYEN-VN,SON NGUYEN GROUP CORPORATION,471.16
153017,153017_TIDADIGI-VN,TIDADIGI COMPANY LIMITED,471.16
135926,135926_PNJ-AS-VN,Phu Nhuan Jewelry Joint Stock Company,471.16
135943,135943_TMT-VN,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,471.16
149105,149105_IPTP-VN,IPTP NETWORKS DA NANG COMPANY LIMITED,471.16
45538,45538_ODSJSC-AS-VN,ODS Joint Stock Company,471.16
55305,55305_ODSJSC-VN,ODS Joint Stock Company,471.16
135949,135949_CLOUDFONE-AS-VN,Cloudfone Viet Nam Joint Stock Company,471.16
140781,140781_VIETHOSTINGCO-AS-VN,VIET HOSTING COMPANY LIMITED,471.16
56146,56146_GLOBALCORP-AS-VN,Global informatics solution corporation,471.16
56147,56147_CCVN-AS-VN,Creative Communication Vietnam Joint Stock Company,471.16
135923,135923_SCTVIBI-AS-VN,SCTV INFRASTRUCTURE BUSINESS INVESMENT COMPANY LIMITED,471.16
131407,131407_SGCTT-AS-VN,Sai Gon CTT,471.16
131403,131403_ICSOFT-AS-VN,ICSOFT Joint Stock Company,471.16
135952,135952_VPS-AS-VN,VPS Securities Joint Stock Company,471.16
7643,7643_VNPT-AS-VN,VNPT Corp,471.16
24174,24174_DAB-AS-VN,Dong A Commercial Join Stock Bank,471.16
45546,45546_GTELMOBILE-VN,Gtel Mobile Joint Stock Company,471.16
55317,55317_ABBANK-AS-VN,"170 Hai Ba Trung, DaKao Ward, District 1, Hochiminh City",471.16
56142,56142_ZNEPVN-VN,ZARUBEZHNEFT EP VIETNAM B.V.,471.16
63749,63749_LUXOFT-AS-VN,Luxoft VietNam Company LTD,471.16
131381,131381_TCHQ-VN,Department of Information Technology and Customs Statistics,471.16
131397,131397_HMU-AS-VN,Hanoi Medical University,471.16
131430,131430_BAOVIETBANK-VN,Bao Viet Commercial Joint Stock Bank,471.16
135934,135934_ICTDONGTHAP-AS-VN,Dong Thap Provincial Digital Transformation Center,471.16
135939,135939_VNPTEPAY-AS-VN,VNPT Electronic Payment Joint Stock Company,471.16
135946,135946_STTTTLA-AS-VN,Long An Department of Information and Communications,471.16
135980,135980_ICTQUANGNINH-AS-VN,Information and Communication Technology Center of Quang Ninh,471.16
135989,135989_TAYNINH-AS-VN,Tay Ninh Department of Information and Communications,471.16
149074,149074_UMP-AS-VN,University of Medicine and Pharmacy at Ho Chi Minh City,471.16
149100,149100_SMDS-VN,SMARTMIND SECURITIES JOINT STOCK COMPANY,471.16
151867,151867_BINHPHUOC-VN,DEPARTMENT OF INFORMATION AND COMMUNICATION OF BINH PHUOC PROVINCE,471.16
151913,151913_HAGIANG-VN,Ha Giang province Department of Information and Communications,471.16
152990,152990_FOXAI-VN,FOXAI TECHNOLOGY JOINT STOCK COMPANY,471.16
153941,153941_ESSNET-VN,ESECURE SOLUTION LIMITED COMPANY,471.16
55307,55307_APEC-AS-VN,Asian Pacific Securitis Joint Stock Company,471.16
63755,63755_VRB-AS-VN,VietNam - Russia joint venture bank,471.16
131410,131410_VTVCAB-AS-VN,Vietnam Television Cable Corporation One Member Company Limited,471.16
131411,131411_VIETNAMNET-AS-VN,VietNamNet,471.16
135973,135973_BAV-AS-VN,Bamboo Airways Company Limited,471.16
135991,135991_GREENNET-AS-VN,Green Network Solutions LTD.,471.16
149099,149099_HUNGTHINH-VN,HUNG THINH GROUP CORPORATION,471.16
149128,149128_PGBANK-VN,Prosperity and Development Joint Stock Commercial Bank,471.16
151868,151868_AS151868,,471.16
152940,152940_TTC-VN,TTC TELECOM SERVICE TRADING INVESTMENT COMPANY LIMITED,471.16
152944,152944_TIENTRUNG-VN,TIEN TRUNG SOFTWARE COMPANY LIMITED,471.16
38249,38249_KIS-AS-VN,KIS Viet Nam Securities Corporations,471.16
63764,63764_INCOMSG-AS-VN,INCOM SAI GON JOINT STOCK COMPANY,471.16
152947,152947_TTXL-VN,"Center for Statistical Data Processing and Integration, General Statistics Office",471.16
131390,131390_ECOMVIET-AS-VN,Vietnam E-commerce Development Centre,471.16
153428,153428_TTPTELECOM-VN,TTP GROUP TECHNOLOGY TELECOMMUNICATION JOINT STOCK COMPANY,471.16
63735,63735_HOATOC-AS-VN,Hoatoc company limited,471.16
63733,63733_HOATHAI-VN,Thien Binh Software Service Company Limited,471.16
63767,63767_GCAFE-AS-VN,"1st Floor, Machinci Tower, 444 Hoang Hoa Tham, Thuy Khue, Tay Ho, HaNoi",471.16
63768,63768_THIENBINH-AS-VN,Thien Binh Software Service Company Limited,471.16
135935,135935_BINHMINH-VN,Binh Minh Software Service Company Limited,471.16
153650,153650_MEGAMAX-VN,MEGAMAX VIET NAM TECHNOLOGY JOINT STOCK COMPANY,471.16
